playerId,playerFullName,countryCode,clubName,inferredStartDate,inferredEndDate,inferredSeverity,inferredInjuryId
0d21c54a-a6b6-4b8e-a836-67961644d8f5,Kevin Danso,FRA,Lens,2024-08-30,2024-12-29,SEVERE,702fa4fe-32ae-4a18-8904-e47c9827fdb7
81773b05-1b35-48b5-baeb-80431579d523,Kevin Volland,FRA,Monaco,2022-08-30,2023-01-15,SEVERE,4ecda3ea-78f4-4438-b91c-95ce1a6c2021
81773b05-1b35-48b5-baeb-80431579d523,Kevin Volland,GER,Leverkusen,2022-08-30,2023-01-15,SEVERE,4ecda3ea-78f4-4438-b91c-95ce1a6c2021
16ee50f4-f19f-485a-9a53-f660c21edd7b,Kiko Olivas,ESP,Valladolid,2020-08-30,2021-02-25,SEVERE,ac4231f2-e7db-4cf5-b65b-4cfc98a98c18
ed1b6f6e-59d1-4b5c-8769-ee51b24d2a5c,Kilian Fischer,GER,Wolfsburg,2025-08-30,2025-12-23,SEVERE,01f34688-6fc8-4c19-90ff-5226cff484f3
1274b347-b0b2-4a08-91fd-aaf95d4ce7aa,Koffi Djidji,FRA,Nantes,2023-08-30,2024-01-05,SEVERE,4ad1adf7-52d7-4411-b621-87c95bfcdd66
1274b347-b0b2-4a08-91fd-aaf95d4ce7aa,Koffi Djidji,ITA,Torino,2023-08-30,2024-01-05,SEVERE,4ad1adf7-52d7-4411-b621-87c95bfcdd66
d341d24e-d756-4c91-9b9c-dd16c9da6ae3,Kostas Manolas,ITA,Roma,2021-08-30,2022-01-30,SEVERE,8a176bc0-a650-45ca-927e-5d3ff5681744
d341d24e-d756-4c91-9b9c-dd16c9da6ae3,Kostas Manolas,ITA,Napoli,2021-08-30,2022-01-30,SEVERE,8a176bc0-a650-45ca-927e-5d3ff5681744
d19a4ff0-43d4-4806-b5fe-3cf43a790206,Kwadwo Asamoah,ITA,Inter,2019-08-30,2020-02-03,SEVERE,bd861bd5-149d-480b-9676-cdd7d222710d
a8bb3659-3432-4d71-82c2-30d39ba4bc1b,Kyle Walker,ENG,Manchester City,2024-08-30,2025-01-15,SEVERE,aa115118-d972-4768-8493-50bc781ddddc
a8bb3659-3432-4d71-82c2-30d39ba4bc1b,Kyle Walker,ENG,Tottenham,2024-08-30,2025-01-15,SEVERE,aa115118-d972-4768-8493-50bc781ddddc
a8bb3659-3432-4d71-82c2-30d39ba4bc1b,Kyle Walker,ENG,Burnley,2024-08-30,2025-01-15,SEVERE,aa115118-d972-4768-8493-50bc781ddddc
26ecd4f4-2de8-499a-b4bb-83e0ac17f3d5,Ladislav Krejčí,ITA,Bologna,2017-08-30,2018-02-25,SEVERE,e7785e62-1385-46a5-9bb1-ace3ddb260aa
05c3e765-4966-4061-996c-8f3d3270bbb6,Lamine Sané,GER,Werder Bremen,2017-08-30,2017-12-29,SEVERE,8025bcc4-b97f-4972-a843-1192e5367712
fbc02af0-7a90-4d2f-8765-9a0c4b34f054,Laurent Koscielny,ENG,Arsenal,2021-08-30,2021-12-06,SEVERE,617aafda-2eb5-435b-b92e-d35e94600280
fbc02af0-7a90-4d2f-8765-9a0c4b34f054,Laurent Koscielny,FRA,Bordeaux,2021-08-30,2021-12-06,SEVERE,617aafda-2eb5-435b-b92e-d35e94600280
6215cc55-31fc-4849-a375-3df0e65301e2,Lennard Maloney,GER,Heidenheim,2024-08-30,2024-12-25,SEVERE,d7c09ea4-c1ff-46ec-98fc-9923e031f075
153bdf7a-a843-4d23-9736-267c440ab65d,Leonardo Pavoletti,ITA,Cagliari,2019-08-30,2020-02-25,SEVERE,b50fb2b6-0520-4c82-b49a-47996561867f
4aed31a9-fd9d-4c4a-bb5e-c08f1b1c6c29,Levi Colwill,ENG,Chelsea,2025-08-30,2026-02-25,SEVERE,78acb5dd-05e3-430c-8479-d8b2901374e9
3476c718-8c15-4423-89b1-eefb16bb567c,Lewis Cook,ENG,Bournemouth,2018-08-30,2018-12-24,SEVERE,cd56021f-f2f3-43e6-b0a0-a960b53935b9
